Store Number,Country,Ownership Type,Latitude,Longitude,Street Address,City,State/Province,Timezone,Year
55361-289212,TR,Licensed,37.045734,35.307701,Turgut Ozal Boulevard,Adana,01,GMT+00:00 Europe/Istanbul,2021
53567-285784,TR,Licensed,37.047856,35.299858,Turgut ozal boulevard,Adana,01,GMT+00:00 Europe/Istanbul,2021
23681-232564,TR,Licensed,37.048466,35.295429,Guzelyali Mah. Turgut Ozal Bulvari No:44,Adana,01,GMT+00:00 Europe/Istanbul,2021
49115-267118,TR,Licensed,37.02336,35.279262,Gurselapasa Mah.Turkmenbasi Bulvari,Adana,01,GMT+00:00 Europe/Istanbul,2021
60437-294709,TR,Licensed,37.048836,35.288034,Turgut Ozal Bulvari,Adana,01,GMT+00:00 Europe/Istanbul,2021
59338-293551,TR,Licensed,37.021699,35.261298,Aliya zzet Begovic Bulvari,Adana,01,GMT+00:00 Europe/Istanbul,2021
61232-295647,TR,Licensed,37.016778,35.242246,Ogretmenler Blv No5,Adana,01,GMT+00:00 Europe/Istanbul,2021
3165-143231,TR,Licensed,37.017802,35.241811,Yeni Mah. Ogretmenler Bulv. M1 Merkez,Adana,01,GMT+00:00 Europe/Istanbul,2021
22290-219545,TR,Licensed,36.97615,35.076318,Cag Universitesi Adana Mersin,Mersin (Icel),33,GMT+00:00 Europe/Istanbul,2021
58976-293210,TR,Licensed,36.920295,34.904211,"Adana Bulvari, No57",Mersin,33,GMT+00:00 Europe/Istanbul,2021
47365-257204,TR,Licensed,36.80558,36.239638,Kemalettin Mah. Omurtak Street,Tekirdag,34,GMT+00:00 Europe/Istanbul,2021
47379-258026,TR,Licensed,36.592767,36.160462,Suleymaniye Mh. Ataturk Boulevard,Hatay,31,GMT+00:00 Europe/Istanbul,2021
56955-290903,TR,Licensed,36.780737,34.598343,Adnan Menderes Bulv.,Mersin,33,GMT+00:00 Europe/Istanbul,2021
26296-244254,TR,Licensed,36.81254,34.58236,Limonluk Mah. Vali Huseyin Aksoy Cad. Pa,Mersin,33,GMT+00:00 Europe/Istanbul,2021
61873-296356,TR,Licensed,36.7883,34.588558,20 Cadde,Mersin,33,GMT+00:00 Europe/Istanbul,2021
3164-143230,TR,Licensed,36.783764,34.589305,Guvenevler Mah. 1. Cad. Forum Mersin,Mersin,33,GMT+00:00 Europe/Istanbul,2021
50192-273465,TR,Licensed,36.590291,36.174479,Ataturk Bulvari No.31,Iskenderun,31,GMT+00:00 Europe/Istanbul,2021
60579-294869,TR,Licensed,36.575129,36.161834,Ibrahim Karaoglanoglu Caddesi,Hatay,31,GMT+00:00 Europe/Istanbul,2021
1937-137296,TR,Licensed,36.882646,30.659499,Meltem Mah 100 Yil Bulv Migros Alisveris,Antalya,07,GMT+00:00 Europe/Istanbul,2021
54515-286761,TR,Licensed,36.900757,30.654984,Hurriyet Cad.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
62228-296804,TR,Licensed,36.864056,30.640938,Akdeniz Bulvari,Antalya,07,GMT+00:00 Europe/Istanbul,2021
20265-204549,TR,Licensed,36.907121,30.664069,Fabrikalar Mah. Dumlupınar Cad.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
21168-210024,TR,Licensed,36.862621,30.639881,Altınkum Mah. Akdeniz Bulv.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
50785-276107,TR,Licensed,36.910213,30.677794,Fabrikalar Mah Namik Kemal,Antalya,07,GMT+00:00 Europe/Istanbul,2021
63018-297620,TR,Licensed,36.865184,30.623396,Gursu Mahalesi 355 sokak,Antalya,07,GMT+00:00 Europe/Istanbul,2021
20785-207665,TR,Licensed,36.893115,30.704061,TahilPazari Mah. Kazim Ozalp Cad.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
32372-135772,TR,Licensed,36.882777,30.708981,Kilicarslan Mah. Ataturk Cad. No:52,Antalya,07,GMT+00:00 Europe/Istanbul,2021
57737-291857,TR,Licensed,36.851952,30.623923,Akdeniz Bulvari,Antalya,07,GMT+00:00 Europe/Istanbul,2021
25389-240853,TR,Licensed,36.851429,30.622071,Antalya Havalimani 1.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
25388-240854,TR,Licensed,36.851429,30.621981,Antalya Havalimani 1,Antalya,07,GMT+00:00 Europe/Istanbul,2021
49781-271250,TR,Licensed,36.851668,30.616863,Liman mah ataturk Boulevard,Antalya,07,GMT+00:00 Europe/Istanbul,2021
32655-135773,TR,Licensed,36.858898,30.735479,Demircikara Mah. Ismet Gokcen Cad.,Antalya,07,GMT+00:00 Europe/Istanbul,2021
26271-244217,TR,Licensed,36.88958,30.74359,Tarim Mah. Aspendos Bulvari ,Antalya,07,GMT+00:00 Europe/Istanbul,2021
32371-132206,TR,Licensed,36.856909,30.746676,Fener Mah. Tekelioglu Cad. S'hemall,Antalya,07,GMT+00:00 Europe/Istanbul,2021
15372-156845,TR,Licensed,36.852492,30.757153,Fener Mah. Tekelioglu Cad. TerraCity,Antalya,07,GMT+00:00 Europe/Istanbul,2021
49186-267375,TR,Licensed,36.847617,30.761683,"Fener,Tekelioglu Cd.",Antalya,07,GMT+00:00 Europe/Istanbul,2021
52703-282863,TR,Licensed,36.91486,30.77255,Cagdas Sok. No 5,Antalya,07,GMT+00:00 Europe/Istanbul,2021
32522-137017,TR,Licensed,36.921292,30.785084,Sinan Mah. Antalya Alanya Yolu Deepo,Antalya,07,GMT+00:00 Europe/Istanbul,2021
25386-240856,TR,Licensed,36.874161,30.824421,Antalya Havalimani 2,Antalya,07,GMT+00:00 Europe/Istanbul,2021
25387-240855,TR,Licensed,36.874161,30.824511,Antalya Havalimani 2,Antalya,07,GMT+00:00 Europe/Istanbul,2021
53034-284125,TR,Licensed,36.876115,31.005345,Ataturk Cd NO 515 1,Antalya,07,GMT+00:00 Europe/Istanbul,2021
48043-261225,TR,Licensed,36.777444,31.438711,Konya Manavgat Yolu 9543. Sok,Antalya,07,GMT+00:00 Europe/Istanbul,2021
1940-141208,TR,Licensed,40.938245,29.323763,Yenisehir Mah. Dedepasa Cad. Via/Port,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
29455-253888,TR,Licensed,40.92944,29.30843,MVK Yapi Work-Square Osmanli Bulvari,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
58742-292994,TR,Licensed,40.926578,29.311418,Osmanli Bulvari,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
59077-293250,TR,Licensed,40.918397,29.353974,Anadolu Otoyolu,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
57193-291268,TR,Licensed,40.908093,29.317912,Asma Kat Yonetim Ofisleri Kat Ofis,Pendik,34,GMT+00:00 Europe/Istanbul,2021
51039-276971,TR,Licensed,40.906522,29.317493,Sanayi Mah.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
19026-197685,TR,Licensed,40.905777,29.316845,Istanbul Sabiha Gokcen Uluslararasi,Pendik,34,GMT+00:00 Europe/Istanbul,2021
28929-251910,TR,Licensed,40.96842,29.27007,Anadolu Otoyolu Mehmetcik Vakfi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
5137-148050,TR,Licensed,40.952128,29.39289,Okan Üniversitesi Yaşam Merkezi K:Giriş,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
23313-228984,TR,Licensed,40.896589,29.270126,Sanayi Mh,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
53996-286232,TR,Licensed,40.969752,29.256275,Fatih Bulvari No. 67,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
16871-176488,TR,Licensed,40.892421,29.377689,Orta Mah. Universite Cad. No:27,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
27401-247537,TR,Licensed,40.97047,29.23782,Akpinar Mah. Kanuni Cad.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
54087-286326,TR,Licensed,40.931301,29.213995,Seyh Samil Cad.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
24086-235585,TR,Licensed,40.99968,29.23717,Abdurrahman Gazi Mah. Ebubekir Caddesi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
17062-176489,TR,Licensed,40.911555,29.181131,Esentepe Mah. Bagimsiz Bolum Mustafa,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
55434-289305,TR,Licensed,40.918478,29.175881,Soganlk D-100 Kuzey Yanyol Cad.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
61694-295586,TR,Licensed,41.0079,29.200611,Ataturk Caddesi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
55449-289307,TR,Licensed,40.918791,29.168123,Tugay Yolu Cd.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
42519-213584,TR,Licensed,40.919374,29.163755,Cevizli Mah. Tugay Yolu Maltepe Park,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
52274-281286,TR,Licensed,41.000702,29.182943,Tersane Cad. NO. 4,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
54880-288630,TR,Licensed,40.920896,29.157447,Fatma Cavus Sokak,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
7100-150464,TR,Licensed,41.011216,29.179662,Kemerdere Mevkii Baraj Yolu Cad Eltes,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
22956-226484,TR,Licensed,41.015632,29.178741,"Necip Fazıl Mh. Mabeyn Caddesi,",Istanbul,34,GMT+00:00 Europe/Istanbul,2021
48172-261864,TR,Licensed,40.938349,29.134989,Altaycesme Mah Zuhal Sokak No 23,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
62582-297074,TR,Licensed,41.084478,29.329342,Kadirova Caddesi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
48954-265971,TR,Licensed,41.082835,29.28358,Kuzey Marmara Motorway,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
31907-119244,TR,Licensed,40.926817,29.123409,Turgut Ozal Bulv Sahil Yolu Yaylada,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
50657-275326,TR,Licensed,41.017433,28.64428,Cumhuriyet mah. Cumhuriyet Cad,ISTANBUL,34,GMT+00:00 Europe/Istanbul,2021
50073-272726,TR,Licensed,41.003482,28.637593,Adnan Kahveci Mah. Ataturk Bulvari,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
48175-261867,TR,Licensed,41.010634,28.625856,Yavuz Sultan Selim Blv Hilal Konaklari,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
56853-290817,TR,Licensed,41.019924,28.627854,Avrupa Caddesi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
50078-272728,TR,Licensed,40.995493,28.625888,Adnan Kahveci Mah. Yavuz Sultan,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
15922-165245,TR,Licensed,41.05571,28.6661,Sanayi Mah. 1655. Sok. Akbati Alisveris,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
57091-291103,TR,Licensed,41.016082,28.592596,Kordonboyu Cad,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
32127-107321,TR,Licensed,41.063004,28.686369,Derekoy Mevkii Suzer Bulv. 3. Cad.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
57378-291481,TR,Licensed,41.074347,28.622518,Hadimkoy Yolu Caddesi,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
54517-286757,TR,Licensed,40.996809,28.540567,Bahadir Sok.,Istanbul,34,GMT+00:00 Europe/Istanbul,2021
3027-143927,TW,Licensed,25.04481,121.514998,"No. 26, Guanqian Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33358-35439,TW,Licensed,25.04479,121.514119,"No. 10, Huaining St., Zhongzheng Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
56107-290040,TW,Licensed,25.045947,121.517496,"B1F, No.49, Sec. 1, Zhongxiao W. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
30977-103086,TW,Licensed,25.042509,121.513192,"No. 104, Sec. 1, Chongqing S. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
15316-232364,TW,Licensed,25.046566,121.517652,"B2F., No.47, Sec.1, Zhongxiao W. Rd",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
53260-284387,TW,Licensed,25.048975,121.514415,"B1, No.8, Zhengzhou Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
23373-230007,TW,Licensed,25.041275,121.518601,"No.7, Zhongshan S. Rd.",Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
19131-198889,TW,Licensed,25.049351,121.51683,"4F, No.1, Sec. 1, Chengde Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
16878-176546,TW,Licensed,25.047001,121.509717,"No.1, Nanyang St., Zhongzheng Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33448-160164,TW,Licensed,25.044157,121.507118,"No.77, Sec.2, Wuchang St., Wanhua Dist",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
59609-293840,TW,Licensed,25.044034,121.523165,"Ln. 84, Sec. 1, Zhongxiao E. Rd.",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
54017-286273,TW,Licensed,25.052726,121.519601,"No.36, Nanjing W. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
22958-226787,TW,Licensed,25.053928,121.513958,"No.288, Nanjing W. Rd., Datong Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
19969-202624,TW,Licensed,25.044531,121.52533,"1F, No.31, Sec.1, Zhongxiao E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
51612-278830,TW,Licensed,25.037771,121.505836,"No.1, Guilin Rd. Wanhua Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
58973-293217,TW,Licensed,25.055523,121.520571,"B1, No.16, Sec.1, Nanjing W. Rd.",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
31626-108343,TW,Licensed,25.03256,121.517017,"No. 20, Nan Hai Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
31433-107127,TW,Licensed,25.03549,121.524528,No. 1 Sec. 2 Xinyi Road,Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33342-23867,TW,Licensed,25.04223,121.5007,"No. 51, Hanjung St, Wan hua District",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
31564-109628,TW,Licensed,25.0546,121.525456,"No. 247, Linsen North Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
23457-217484,TW,Licensed,25.04483,121.53051,Civic Blvd./Jinshan N. Rd.,Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
23255-228925,TW,Licensed,25.05925,121.513207,"No.11, Baoan St.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
16851-176225,TW,Licensed,25.05246,121.529362,"No. 52, Sec. 1, Nanjing E. Rd, Zhongshan",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
52904-283647,TW,Licensed,25.048621,121.532634,"No.54, Songjiang Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
51777-279369,TW,Licensed,25.033284,121.529669,"2F, No.2, Yongkang St.",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
33334-18499,TW,Licensed,25.06118,121.523625,"No. 88, Sec. 3, Minchiuan E. Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
25102-239924,TW,Licensed,25.033529,121.498398,"No.24, Ln. 306, Sec. 1, Xiyuan Rd",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
22612-223104,TW,Licensed,25.029511,121.502602,"No.121, Xizang Rd and No.2, Ln. 125 Xiz",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
21658-214085,TW,Licensed,25.063532,121.522759,"No.183, Sec.2, Zhongshan N. Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
33423-92939,TW,Licensed,25.063869,121.505811,"1F., No.138, Zhongshan Rd.",Taoyuan City,TPE,GMT+08:00 Asia/Taipei,2021
33341-15354,TW,Licensed,25.05767,121.533049,"No. 206, Song-Jiang Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
23449-230404,TW,Licensed,25.05221,121.537178,"No.1, Sec.3, Nanjing E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33435-95579,TW,Licensed,25.064034,121.504574,"No. 205, Jhongjheng Rd., Danshui Dist",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
56207-290129,TW,Licensed,25.059363,121.53348,"No.239, Songjiang Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
56939-290956,TW,Licensed,25.064831,121.525604,"No.568 & No.568-1, Linsen N. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
31840-115326,TW,Licensed,25.06416,121.502775,"Sec 5, Chongsin Road, Sanchong Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
62703-297237,TW,Licensed,25.026651,121.530029,"No. 129, Sec. 1, Heping E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
14915-156224,TW,Licensed,25.023053,121.52758,"No.74 Shida Rd., Da an Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
60229-294526,TW,Licensed,25.041504,121.54308,"B1F., No.300, Sec. 3, Zhongxiao E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33378-163088,TW,Licensed,25.04587,121.543986,"No 39, Sec 1, Fuxing S Rd, Songshan Dist",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
30962-103102,TW,Licensed,25.04198,121.544458,"No. 2, Ln. 134, Sec. 2, Zhongxiao E. Rd",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
52013-280444,TW,Licensed,25.051721,121.543694,"No.224, Sec. 3, Nanjing E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
21982-216725,TW,Licensed,25.065981,121.496643,"1-2 F,No.140, Zhengyi N. Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
8897-151064,TW,Licensed,25.060079,121.490503,"No. 186,  Sec 4, Fuxing  Rd, East Dist",Taichung City,TXG,GMT+08:00 Asia/Taipei,2021
31891-109305,TW,Licensed,25.042641,121.544832,"No. 9, Lane 135, Sec 1, Fusing South Rd",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
24579-238308,TW,Licensed,25.072041,121.519249,"No.51, Kulun St.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33439-96236,TW,Licensed,25.05815,121.486133,"No. 10-3, Lane 609, Sec. 5, Chongsin",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
27100-246786,TW,Licensed,25.061701,121.487877,"No.6, Sec. 1, New Taipei Blvd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
33327-15774,TW,Licensed,25.058146,121.544865,"No. 105, Sec. 3, Minsheng E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
15569-163084,TW,Licensed,25.050641,121.547819,"No. 340-9, Dunhua N. Rd. Songshan Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
1886-134891,TW,Licensed,24.75769,121.745492,"No 6 Lane 38, Sec 2 Minquan Road",Yilan City,ILA,GMT+08:00 Asia/Taipei,2021
31641-108344,TW,Licensed,24.758101,121.756657,"No. 56, Jincheng East Road",Yilan City,ILA,GMT+08:00 Asia/Taipei,2021
19019-197774,TW,Licensed,24.827531,121.772282,"No.118, Sec. 5, Jiaoxi Rd.",Yilan County,ILA,GMT+08:00 Asia/Taipei,2021
17400-180404,TW,Licensed,24.680723,121.768538,"No.97, Xingdong Rd",Luodong Township,ILA,GMT+08:00 Asia/Taipei,2021
60611-294909,TW,Licensed,24.86167,121.828295,"Sec. 3, Qingyun Rd., Toucheng Township",Yilan,ILA,GMT+08:00 Asia/Taipei,2021
47626-259085,TW,Licensed,24.95787,121.53779,"No.2, Sec. 1, Beiyi Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
62711-297236,TW,Licensed,25.003119,121.603381,"No. 152, Sec. 3, Beishen Rd.",New Taipei City,NWT,GMT+08:00 Asia/Taipei,2021
33452-98303,TW,Licensed,24.971269,121.546574,"No. 3 Sec. 3, Jhongsing Rd, Xindian Dist",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
25838-242690,TW,Licensed,24.98188,121.561058,"No.162, Sec.3, Muxin Rd.",Taipei City,PEN,GMT+08:00 Asia/Taipei,2021
33391-75330,TW,Licensed,24.96769,121.541471,"No. 305, Sec 1, Beishin Rd, Xindian Dist",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
33454-98973,TW,Licensed,24.987659,121.560791,"No.105, Sec. 2, Jhihnan Rd., Wunshan",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
30813-99821,TW,Licensed,24.975677,121.541349,"No. 289, Jianguo Rd., Xindian Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
22241-218904,TW,Licensed,24.973964,121.537953,"No.265, Zhongzheng Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
5141-137118,TW,Licensed,24.977574,121.534351,Chengde Rd.,Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
31003-102685,TW,Licensed,24.982562,121.540766,"No. 27, Minquan Rd, Xindian Dist",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
16029-167705,TW,Licensed,24.98738,121.546305,"No. 75, Sec. 3, Muzha Rd, Wenshan Dist.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
5086-148309,TW,Licensed,24.983219,121.53777,"Minguan Rd & Jianguo Rd, Xindian Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
48263-261964,TW,Licensed,24.992606,121.544392,"No.185, Jingxing Rd.,",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33385-71020,TW,Licensed,24.98184,121.527035,"No. 70, Minsheng West Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33460-99726,TW,Licensed,25.00446,121.541895,"No. 7, Sec 5 Sinyi Rd. Sinyi District",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
19057-198144,TW,Licensed,24.998177,121.522743,"No.50, Ln. 46, Minsheng Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
33307-11464,TW,Licensed,25.05461,121.63016,"No. 123, Shin-Tong Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33356-29455,TW,Licensed,25.01038,121.5382,"No. 26, Sec. 4, Roosevelt Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
24631-238464,TW,Licensed,25.056749,121.634193,"Sec.1, Xintai 5th Rd",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
33408-86685,TW,Licensed,25.061016,121.648061,"No.94, Sec.1, Shintai 5th Rd, Xizhi Dist",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
24045-235346,TW,Licensed,25.033911,121.574768,"No.1, Sec.6, Sinyi Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
23698-232884,TW,Licensed,25.027691,121.562973,"No.1, Ln.220, Wuxing St.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
58611-292841,TW,Licensed,25.017375,121.544939,"No.85, Sec. 3, Keelung Rd.",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
21659-214086,TW,Licensed,24.99118,121.507568,"No 1 Heping St., Zhonghe Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
59096-293289,TW,Licensed,25.032683,121.566659,"No.106, Sec. 5, Xinyi Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
21539-212144,TW,Licensed,25.0681,121.660814,"Datong Rd.,  Xizhi Dist.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
53321-284748,TW,Licensed,25.032998,121.564481,"B1., No.45, Shifu Rd.",Taipei City,TNN,GMT+08:00 Asia/Taipei,2021
55193-288918,TW,Licensed,25.034376,121.567039,"2F., No.100, Songren Rd.",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
28020-249495,TW,Licensed,25.0297,121.55776,"No.99-1, Keelung Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
31249-106542,TW,Licensed,25.03183,121.561271,No. 168 Zhuangjing Road,Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
62167-296752,TW,Licensed,25.034752,121.566198,"No.17, Songzhi Rd., Xinyi Dist",Taipei,TPE,GMT+08:00 Asia/Taipei,2021
24159-217488,TW,Licensed,25.055033,121.610527,"No.313, Sec.1, Nangang Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
47725-259566,TW,Licensed,25.053712,121.606965,"B2  No.313, Sec. 1, Nangang Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
62966-297586,TW,Licensed,24.995349,121.505313,"No. 116, Jing'an Rd., Zhonghe Dist.",New Taipei City,NWT,GMT+08:00 Asia/Taipei,2021
63679-298362,TW,Licensed,25.037113,121.567919,"No. 58, Songren Rd.,Xinyi Dist.,",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
65990-300484,TW,Licensed,25.044229,121.582224,"No. 968, Sec. 5, Zhongxiao E. Rd., Nanga",Nangang District,TPE,GMT+08:00 Asia/Taipei,2021
58549-292765,TW,Licensed,25.034151,121.561824,"No.5, Sec. 5, Xinyi Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
26079-243528,TW,Licensed,25.05818,121.615479,"1F., No.186, Jingmao 2nd Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
17928-187306,TW,Licensed,25.003617,121.514629,"1F, No.248-7, Anle Rd.",New Taipei City,TPQ,GMT+08:00 Asia/Taipei,2021
9026-150925,TW,Licensed,25.040887,121.573796,"2F., No.8, Sec. 5, Zhongxiao E. Rd.",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33320-12640,TW,Licensed,25.023881,121.543392,"No. 323, Sec. 1,  Fushin South Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
33329-17316,TW,Licensed,25.026489,121.546794,"No. 42-1, Sec. 2, Ho-Ping E. Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
65782-300285,TW,Licensed,25.065803,121.635159,Fu De 1st Rd.,Xizhi District,TPE,GMT+08:00 Asia/Taipei,2021
33306-11463,TW,Licensed,25.01736,121.531755,"No. 301, Sec. 3, Roosevelt Road",Taipei City,TPE,GMT+08:00 Asia/Taipei,2021
25537-241312,TW,Licensed,25.03924,121.568176,"No.28, Songren Rd.",Taipei City,PEN,GMT+08:00 Asia/Taipei,2021
1888-142566,TW,Licensed,24.948442,121.247339,"No. 11,13,15 Jiuhe 2nd St.",Zhongli City,TAO,GMT+08:00 Asia/Taipei,2021
67131-301882,TW,Licensed,24.954312,121.23456,"No. 468, Sec. 2, Zhongbei Rd.",Zhongli District,TAO,GMT+08:00 Asia/Taipei,2021
16800-175385,TW,Licensed,24.963409,121.256909,200 Zhongbei Rd,Zhongli City,TAO,GMT+08:00 Asia/Taipei,2021
24279-236985,TW,Licensed,24.965059,121.258728,"No.168, Huanzhong E. Rd.",Taoyuan City,TAO,GMT+08:00 Asia/Taipei,2021
33404-82800,TW,Licensed,24.96366,121.233691,"No. 450, Sec. 1, Zhonghua Rd",Zhongli City,TAO,GMT+08:00 Asia/Taipei,2021
17275-180405,TW,Licensed,24.95915,121.229088,"1F, No. 305, Yuanhua Rd.",Zhongli City,TAO,GMT+08:00 Asia/Taipei,2021
53758-280445,TW,Licensed,24.969054,121.25027,"No. 669, Sec. 1, Zhonghua Rd.",Taoyuan City,TAO,GMT+08:00 Asia/Taipei,2021
